num_cast,genders_0_cast,runtime_to_mean_year,budget_to_mean_year,log_budget,genders_1_cast,genders_2_cast,num_crew,genders_0_crew,genders_1_crew,genders_2_crew,tagline_word_count,overview_word_count,title_word_count,has_homepage,popularity,runtime,release_year,release_month,release_dayofweek,num_genres,popularity2,rating,totalVotes,isOriginalLanguageEng,budget_runtime_ratio,budget_popularity_ratio,budget_year_ratio,budget_popularity2_ratio,production_countries_count,production_companies_count,mean_pop1_bud,mean_pop2_bud,mean_year_bud,mean_pop1_rate,mean_pop2_rate,mean_rate_tV,dep_Directing_num,dep_Writing_num,dep_Production_num,dep_Sound_num,dep_Camera_num,dep_Editing_num,dep_Art_num,dep_Costume___Make_Up_num,dep_Crew_num,dep_Lighting_num,dep_Visual_Effects_num,dep_Actors_num,job_Animation_num,__genre____Animation__,__genre____Family__,__genre____Foreign__,__genre____Fantasy__,__genre____Adventure__,__genre____Thriller__,__genre____Romance__,__genre____Crime__,__genre____Science_Fiction__,__genre____Mystery__,__genre____War__,__genre____Horror__,__genre____Drama__,__genre____Documentary__,__genre____Western__,__genre____Action__,__genre____Music__,__genre____Comedy__,__genre____History__,__original_language____af__,__original_language____ar__,__original_language____bm__,__original_language____bn__,__original_language____ca__,__original_language____cn__,__original_language____cs__,__original_language____da__,__original_language____de__,__original_language____el__,__original_language____en__,__original_language____es__,__original_language____fa__,__original_language____fi__,__original_language____fr__,__original_language____he__,__original_language____hi__,__original_language____hu__,__original_language____id__,__original_language____is__,__original_language____it__,__original_language____ja__,__original_language____ka__,__original_language____kn__,__original_language____ko__,__original_language____ml__,__original_language____mr__,__original_language____nb__,__original_language____nl__,__original_language____no__,__original_language____pl__,__original_language____pt__,__original_language____ro__,__original_language____ru__,__original_language____sr__,__original_language____sv__,__original_language____ta__,__original_language____te__,__original_language____th__,__original_language____tr__,__original_language____ur__,__original_language____vi__,__original_language____xx__,__original_language____zh__,__production_companies____Paramount_Pictures__,__production_companies____Columbia_Pictures__,__production_companies____Touchstone_Pictures__,__production_companies____Warner_Bros___,__production_companies____Columbia_Pictures_Corporation__,__production_companies____Metro_Goldwyn_Mayer__MGM___,__production_companies____Universal_Pictures__,__production_companies____New_Line_Cinema__,__production_companies____Twentieth_Century_Fox_Film_Corporation__,__production_companies____Walt_Disney_Pictures__,__production_companies____small__,__production_countries____Japan__,__production_countries____Canada__,__production_countries____Germany__,__production_countries____United_States_of_America__,__production_countries____France__,__production_countries____Spain__,__production_countries____United_Kingdom__,__production_countries____India__,__production_countries____Russia__,__production_countries____Italy__,__production_countries____Australia__,__production_countries____small__,revenue
13,2,1.0860655737704918,4.646839284974111,14.731801689838349,4,7,10,1,2,7,15,56,4,0,5.490505,106.0,1955,8,2,5,8.681,7.3,532.0,1,23584.905660377357,455331.5223280919,1278.772378516624,287985.2551549361,1,1,2500000.0,6250000.0,538000.1,7.3,7.1,1365.6009852216748,1,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.984564372619506
0,0,1.1576361281100638,3.7309760967039574,18.643824303266577,0,0,0,0,0,0,4,62,4,1,15.049695,124.0,2004,5,2,4,10.324,6.4,4039.0,1,1008064.5161290322,8305816.16438074,62375.249500998005,12107710.189848896,1,5,125000000.0,125000000.0,33503296.928229664,6.4,6.4,773.123076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.114960420300196
46,26,0.9597176470588235,3.669135915342892,17.034386422832473,3,17,18,2,1,15,5,71,5,1,11.109932,99.0,1986,5,4,4,12.208,7.2,1230.0,1,252525.25252525252,2250238.7953409613,12588.116817724069,2047837.4836173002,1,2,25000000.0,40000000.0,6813593.330097088,7.2,7.050000000000001,1281.5454545454545,1,3,6,2,1,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.213405921671733
12,0,0.98490166214158,0.0,0.0,5,7,13,1,2,10,10,40,1,0,9.861672,107.0,1993,9,2,2,8.254,6.1,166.0,1,0.0,0.0,0.0,0.0,1,4,0.0,3666666.6666666665,12698457.208633093,6.1,6.2,752.3543046357615,1,2,4,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.652925032133737
122,65,0.8497123130034522,0.9318681325182749,17.073607134447293,37,20,30,11,7,12,5,75,4,1,13.003122,91.0,2009,1,3,4,11.084,5.3,1258.0,1,285714.28571428574,1999519.8076277375,12941.76207068193,2345723.56549982,1,4,26000000.0,26000000.0,27900943.376760565,5.3,5.3,375.99310344827586,2,2,17,1,1,1,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.02659724347731
156,114,1.181826680377676,3.635322007852232,18.8906843794481,24,18,115,94,7,14,3,29,4,1,287.253654,129.0,2017,3,3,3,27.941,6.9,10470.0,1,1240310.0775193798,556999.0068777333,79325.73128408527,5726351.955907091,2,2,160000000.0,160000000.0,44012607.31632653,6.9,6.9,1053.1174242424242,9,3,15,2,11,1,16,14,15,3,26,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,20.95666568259922
16,3,0.8299180327868853,2.362453092480838,14.055315336953344,1,12,22,12,0,10,8,13,5,0,7.441117,81.0,1955,1,4,3,6.355,7.2,128.0,1,15691.358024691359,170807.68922192728,650.1278772378516,200000.0,1,2,1271000.0,1271000.0,538000.1,7.2,7.2,1281.5454545454545,2,3,2,5,1,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.147348997279623
112,67,1.0381253035454103,1.2620023967076635,17.50439003707821,25,20,70,51,4,15,3,29,2,1,16.453573,114.0,2016,8,2,3,13.81,6.8,2223.0,1,350877.1929824561,2431082.902175716,19841.26984126984,2896451.846488052,2,4,40000000.0,40000000.0,31695660.883333333,6.8,6.8,1157.3880597014925,2,3,11,9,6,6,9,6,4,6,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,18.272581165891857
21,5,0.7526687172064411,0.0,0.0,7,9,6,4,0,2,12,74,1,0,11.966566,80.0,1990,9,4,2,5.213,4.8,76.0,1,0.0,0.0,0.0,0.0,1,2,0.0,0.0,13229144.23076923,4.8,6.449999999999999,205.69230769230768,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.139377248910181
7,3,1.1214158320757306,0.0,0.0,2,2,2,0,0,2,1,22,3,0,4.352904,122.0,2013,1,2,1,3.65,5.9,57.0,1,0.0,0.0,0.0,0.0,2,7,0.0,0.0,26870422.958208956,5.9,5.9,634.063122923588,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,9.332115428902103
60,29,1.2888628827774526,3.8375817495930753,18.542898385526172,5,26,15,4,2,9,4,109,9,1,13.165421,140.0,2005,5,1,3,14.207,7.2,6975.0,1,807142.8571428572,8583090.506562607,56359.102244389025,7953825.5789399585,1,1,113000000.0,113000000.0,29445626.79661017,7.2,7.2,1281.5454545454545,1,1,3,1,1,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.560746908625106
7,0,0.8125,0.0,0.0,4,3,3,1,0,2,5,53,4,0,4.074783,104.0,1960,12,4,3,3.123,6.3,39.0,1,0.0,0.0,0.0,0.0,1,1,0.0,3750000.0,2948424.8571428573,6.3,6.25,777.396923076923,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.607270193858982
10,3,0.9409111874135192,1.1080296577687523,17.370858648025116,1,6,85,64,3,18,5,53,2,0,5.370818,102.0,2003,9,4,6,6.067,5.0,132.0,1,343137.2549019608,6516698.2012795815,17473.789316025963,5768913.795945277,2,3,35000000.0,27500000.0,31587602.15,5.0,5.25,282.873417721519,3,2,15,13,3,2,9,9,20,1,8,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,2,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.263131228460505
16,1,1.01650664522537,1.035162649179589,17.216707972959764,10,5,35,14,7,14,11,59,3,0,8.587129,108.0,2002,9,3,2,8.856,6.2,700.0,1,277777.77777777775,3493600.713346685,14985.014985014985,3387533.875338753,1,1,30000000.0,18100000.0,28980952.91959799,6.2,6.0,780.9783950617284,2,2,5,9,3,6,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.01191936067399
17,0,1.041164337797403,0.20315677926939404,15.424948670398354,4,13,9,2,3,4,6,44,3,0,13.524048,112.0,2014,10,3,4,8.635,6.6,482.0,1,44642.857142857145,369711.79043434333,2482.6216484607744,579038.7955993052,1,2,5000000.0,20000000.0,24611534.096875,6.6,6.8,777.0119047619048,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.71194423706121
18,1,0.9520304257146363,0.0,0.0,7,10,10,4,1,5,4,64,2,0,13.235179,97.0,1983,4,4,3,6.522,6.5,191.0,1,0.0,0.0,0.0,0.0,1,2,0.0,0.0,7111212.5,6.5,6.5,846.3219814241486,1,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.603812891512652
6,2,1.2176497719469073,3.165799022196435e-08,0.6931471805599453,2,2,2,1,0,1,5,111,2,0,1.280455,132.0,2003,8,4,2,2.026,6.1,30.0,0,0.007575757575757576,0.7809723887211968,0.0004992511233150275,0.493583415597236,1,1,1.0,1.0,31587602.15,6.1,6.1,752.3543046357615,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0986122886681098
58,41,1.0053767755396839,0.0,0.0,1,16,9,3,0,6,9,49,2,0,11.950477,108.0,1992,10,3,2,3.416,5.9,52.0,1,0.0,0.0,0.0,0.0,2,1,0.0,0.0,13241427.396551725,5.9,5.9,634.063122923588,1,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.811242881518265
27,13,0.8640417066813005,0.4465876856000133,16.300417291085605,6,8,36,25,4,7,4,33,3,0,17.788579,94.0,2013,9,5,2,9.473,5.6,195.0,1,127659.5744680851,674590.14011181,5961.251862891208,1266758.1547556212,1,3,12000000.0,12000000.0,26870422.958208956,5.6,5.6,530.545918367347,2,2,18,4,1,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.489193079511338
19,3,1.2362332253586303,0.23787936565694623,15.607270193858982,3,13,23,9,4,10,3,107,4,0,11.732546,137.0,2015,9,4,2,6.692,7.6,824.0,1,43795.620437956204,511397.9523285057,2977.667493796526,896592.9468021519,1,3,6000000.0,6000000.0,25222868.673076924,7.6,7.6,1855.5737704918033,2,2,9,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.021331524685905
72,40,0.9288489558037882,1.2620023967076635,17.50439003707821,17,15,23,6,2,15,4,28,3,1,9.420931,102.0,2016,1,3,2,10.7,6.2,874.0,1,392156.862745098,4245864.872590618,19841.26984126984,3738317.757009346,1,4,40000000.0,31000000.0,31695660.883333333,6.2,6.25,780.9783950617284,1,3,10,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.642441876165456
17,5,0.9112470588235293,3.669135915342892,17.034386422832473,4,8,15,4,2,9,4,71,4,0,7.409179,94.0,1986,12,4,3,7.147,6.7,631.0,1,265957.44680851063,3374193.0111284936,12588.116817724069,3497971.176717504,1,2,25000000.0,25000000.0,6813593.330097088,6.7,6.7,893.0521172638437,1,2,5,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.472599919358508
22,15,0.8482184173993522,0.19823280471412186,15.424948670398354,2,5,26,18,2,6,7,48,2,1,15.021058,94.0,2015,9,3,2,8.353,6.2,2457.0,1,53191.48936170213,332866.03380401037,2481.3895781637716,598587.3338920148,1,2,5000000.0,5000000.0,25222868.673076924,6.2,6.2,780.9783950617284,1,2,7,0,1,1,3,2,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.405060002967943
43,2,0.8816319383645597,0.33950301116993536,16.213405921671733,19,22,86,58,7,21,6,45,2,0,18.344227,95.0,1999,7,4,2,18.398,6.4,3996.0,1,115789.47368421052,599643.6917183809,5502.751375687844,597891.0751168606,1,4,11000000.0,11000000.0,32400301.72955975,6.4,6.4,773.123076923077,4,1,15,15,5,4,12,6,19,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.277149303211587
15,6,0.9465942917177377,0.0633836072621014,14.535128768792003,1,8,5,0,0,5,1,70,3,0,2.691433,102.0,1999,10,4,1,4.312,7.9,26.0,1,20133.803921568626,763031.440871833,1027.3376688344172,476263.45083487936,1,3,2053648.0,2053648.0,32400301.72955975,7.9,7.9,2991.012658227848,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.122365377402328
18,1,1.5531541669424769,3.1888414081254464,18.258161826219297,4,13,7,0,1,6,12,70,3,1,11.057536,167.0,2006,12,0,3,11.29,6.4,516.0,1,508982.0359281437,7687065.183418801,42372.8813559322,7528786.536758194,1,3,85000000.0,85000000.0,26655449.14946619,6.4,6.4,773.123076923077,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.908330057869783
20,4,0.9578497251069028,0.5821493143965152,13.815511557963774,9,7,16,1,1,14,10,70,2,0,17.911314,112.0,1954,8,6,3,11.206,8.3,2675.0,1,8928.57142857143,55830.63308476419,511.77072671443193,89237.9082634303,1,1,1000000.0,1000000.0,1717772.357142857,8.3,8.3,4244.041666666667,1,2,3,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.42003820438765
19,3,1.0103971719692244,0.2812216928702245,13.997832948091215,4,12,3,2,0,1,13,14,4,0,2.017413,113.0,1978,5,3,1,2.843,7.4,37.0,1,10619.469026548673,594821.189315227,606.6734074823054,422089.3422441083,1,2,1200000.0,1200000.0,4267096.139534884,7.4,7.4,1748.1170731707316,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.48019393198267
17,1,0.8366499143014844,0.0,0.0,7,9,16,12,4,0,1,38,3,0,9.197511,90.0,2014,2,4,2,5.915,6.2,125.0,1,0.0,0.0,0.0,0.0,1,3,0.0,1666666.6666666667,24611534.096875,6.2,6.266666666666667,780.9783950617284,2,1,4,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5302475917227
31,12,1.1806059901809836,3.6568220268490927,18.31532023940565,1,18,85,59,7,19,6,113,3,1,14.753545,127.0,2014,8,0,3,11.774,6.1,2698.0,1,708661.4173228346,6100228.792469877,44687.18967229394,7643961.2705962295,2,6,90000000.0,90000000.0,24611534.096875,6.1,6.1,752.3543046357615,3,5,10,8,6,3,12,14,11,1,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.144223973252547
14,2,1.140625,1.0174924393043956,14.914123179965662,3,9,8,2,1,5,26,11,2,0,6.409512,146.0,1960,6,6,1,3.956,7.5,50.0,1,20547.945205479453,468054.3542160464,1530.6122448979593,758341.7593528817,1,1,3000000.0,3000000.0,2948424.8571428573,7.5,7.5,1402.0056497175142,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.15731646026544
17,6,0.9463530414143565,0.0,0.0,6,5,34,19,4,11,12,9,1,0,14.331454,100.0,2011,6,0,2,6.142,6.7,420.0,1,0.0,0.0,0.0,0.0,5,5,0.0,0.0,28021621.681672025,6.7,7.1,893.0521172638437,1,5,16,3,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.4,16.067238051115798
11,1,1.0347033045126142,0.0,0.0,4,6,10,1,3,6,3,155,2,0,1.893822,112.0,1984,12,2,2,3.619,6.5,21.0,1,0.0,0.0,0.0,0.0,1,1,0.0,3500000.0,9593550.82051282,6.5,6.65,846.3219814241486,2,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.293771560944545
